doi,author_list,abstract_change,change_outcomes,preprint_main_total,paper_main_total,panel_change,ave_figs_preprint,ave_figs_paper,ave_figs_change,source_data,peer_review,comments_count,twitter,blogs,news,citations,impact,X1,source,posted_date,covid_preprint,title,n_versions,n_words,n_refs,n_figs,n_tables,license,type,category,authors,n_authors,author_corresponding,author_corresponding_institution,institution_match_score,institution_match_type,institution_match_name,institution_match_country_name,institution_match_country_code,published_doi.x,published_title,published_date,published_journal,published_publisher,delay_in_days,published_article_is_oa,published_article_oa_status,published_journal_is_oa
10.1101/19011213,0,1,0,5,5,0,NA,NA,0,-1,1,0,1,0,0,0,2.766,29780,medrxiv,05/11/2019,FALSE,Impact of left ventricular assist devices and heart transplant on acute myocardial infarction and heart failure mortality and readmission measures,1,NA,NA,NA,NA,cc_by_nc_nd,PUBLISHAHEADOFPRINT,cardiovascular medicine,"Brandt, E. J.; Ross, J. S.; Grady, J. N.; Ahmad, T.; Pawar, S.; Bernheim, S. M.; Desai, N.",7,Nihar Desai,Yale School of Medicine,1,PHRASE,Yale School of Medicine,United States,US,10.1371/journal.pone.0230734,Impact of left ventricular assist devices and heart transplants on acute myocardial infarction and heart failure mortality and readmission measures,26/03/2020,PLOS ONE,Public Library of Science (PLoS),142,TRUE,gold,TRUE
10.1101/19007914,0,0,1,2,3,1,1,1,0,NA,0,0,1,0,0,0,NA,29787,medrxiv,06/11/2019,FALSE,Findings of a feasibility study of pre-operative pulmonary rehabilitation to reduce post-operative pulmonary complications in people with chronic obstructive pulmonary disease scheduled for major abdominal surgery.,1,NA,NA,NA,NA,cc_by,PUBLISHAHEADOFPRINT,anesthesia,"Marlow, L.; Lee, A.; Hedley, E.; Grocott, M.; Steiner, M.; Young, D.; Rahman, N.; Snowden, C.; Pattinson, K. T. S.",9,Kyle T S Pattinson,University of Oxford,1,PHRASE,University of Oxford,United Kingdom,GB,10.12688/f1000research.22040.1,Findings of a feasibility study of pre-operative pulmonary rehabilitation to reduce post-operative pulmonary complications in people with chronic obstructive pulmonary disease scheduled for major abdominal surgery,09/03/2020,F1000Research,F1000 Research Ltd,124,TRUE,gold,TRUE
10.1101/813378,0,1,2,13,15,2,3.25,3.75,0.5,1,1,0,4,0,0,0,5.326,23414,biorxiv,22/10/2019,FALSE,Highly expressed miR-375 is not an intracellular oncogene in Merkel cell polyomavirus-associated Merkel cell carcinoma,2,2116,34,5,0,cc_by_nc_nd,new results,cancer biology,"Fan, K.; Zebisch, A.; Horny, K.; Schrama, D.; Becker, J. C.",5,Juergen C. Becker,"Department of Translational Skin Cancer Research, University Hospital Essen; German Cancer Consortium (DKTK); German Cancer Research Center (DKFZ); Department o",NA,NA,NA,NA,NA,10.3390/cancers12030529,Highly Expressed miR-375 is not an Intracellular Oncogene in Merkel Cell Polyomavirus-Associated Merkel Cell Carcinoma,25/02/2020,Cancers,MDPI AG,126,TRUE,gold,TRUE
10.1101/865089,0,0,0,26,26,0,3.25,3.25,0,-1,0,0,2,0,0,0,2.766,27166,biorxiv,04/12/2019,FALSE,Prolonged inflammation leads to ongoing damage after spinal cord injury.,1,6042,55,11,0,cc_by,new results,pathology,"Kwiecien, J. M.; Dabrowski, W.; Dabrowska-Bouta, B.; Sulkowski, G.; Oakden, W.; Kwiecien-Delaney, C. J.; Yaron, J. R.; Zhang, L.; Schutz, L.; Marzec-Kotarska, B.; Stanisz, G. J.; Karis, J. P.; Struzynska, L.; Lucas, A. R.",14,Jacek  M Kwiecien,McMaster University,1,PHRASE,McMaster University,Canada,CA,10.1371/journal.pone.0226584,Prolonged inflammation leads to ongoing damage after spinal cord injury,19/03/2020,PLOS ONE,Public Library of Science (PLoS),106,TRUE,gold,TRUE
10.1101/815662,0,0,0,27,28,1,3.857142857,4,0.142857143,-1,0,0,2,0,0,0,6.383,23445,biorxiv,22/10/2019,FALSE,Rapid fabrication of collagen bundles mimicking tumor-associated collagen signatures,1,5546,45,7,0,cc_no,new results,bioengineering,"Gong, X.; Kulwatno, J.; Mills, K.",3,Kristen Mills,Rensselaer Polytechnic Institute,1,PHRASE,Rensselaer Polytechnic Institute,United States,US,10.1016/j.actbio.2020.03.019,Rapid fabrication of collagen bundles mimicking tumor-associated collagen architectures,17/03/2020,Acta Biomaterialia,Elsevier BV,147,FALSE,closed,FALSE
10.1101/2019.12.13.876110,0,0,0,24,24,0,4.8,4.8,0,1,0,0,5,0,0,0,8.032,27977,biorxiv,14/12/2019,FALSE,Wss1 promotes replication stress tolerance by degrading histones.,1,4509,33,8,0,cc_no,new results,cell biology,"Maddi, K.; Sam, D. K.; Bonn, F.; Prgomet, S.; Tulowetzke, E.; Akutsu, M.; Lopez-Mosqueda, J.; Dikic, I.",8,Ivan Dikic,"Institute of Biochemistry II, Goethe University School of Medicine, Theodor-Stern- Kai 7, 60590 Frankfurt am Main, Germany",NA,NA,NA,NA,NA,10.1016/j.celrep.2020.02.018,Wss1 Promotes Replication Stress Tolerance by Degrading Histones,03/03/2020,Cell Reports,Elsevier BV,80,TRUE,gold,TRUE
10.1101/791269,0,0,0,5,5,0,1.333333333,1.666666667,0.333333334,1,0,0,5,0,0,0,4.614,21593,biorxiv,02/10/2019,FALSE,Context dependency of biotic interactions and its relation to plant rarity,1,5328,55,3,1,cc_by_nc_nd,new results,ecology,"Kempel, A.; Vincent, H.; Prati, D.; Fischer, M.",4,Anne Kempel,University of Bern,1,PHRASE,University of Bern,Switzerland,CH,10.1111/ddi.13050,Context dependency of biotic interactions and its relation to plant rarity,06/03/2020,Diversity and Distributions,Wiley,156,TRUE,gold,TRUE
10.1101/838821,0,0,0,23,23,0,3,3.285714286,0.285714286,-2,0,0,2,0,0,0,4.075,25177,biorxiv,12/11/2019,FALSE,Promotion of hyperthermic-induced rDNA hypercondensation in Saccharomyces cerevisiae,1,6020,120,7,2,0,new results,cell biology,"Shen, D.; Skibbens, R. V.",2,Robert V. Skibbens,Lehigh University,1,PHRASE,Lehigh University,United States,US,10.1534/genetics.119.302994,Promotion of Hyperthermic-Induced rDNA Hypercondensation in Saccharomyces cerevisiae,25/01/2020,Genetics,Genetics Society of America,74,TRUE,hybrid,FALSE
10.1101/832675,0,0,0,29,29,0,2.7,2.9,0.2,-1,0,0,5,0,0,0,3.575,24759,biorxiv,06/11/2019,FALSE,"Blocks in tricarboxylic acid cycle of Salmonella enterica cause global perturbation of carbon storage, motility and host-pathogen-interaction",1,5591,52,15,6,0,new results,microbiology,"Noster, J.; Hansmeier, N.; Persicke, M.; Chao, T.-C.; Kurre, R.; Popp, J.; Liss, V.; Reuter, T.; Hensel, M.",9,Michael Hensel,Universität Osnabrück,1,PHRASE,Osnabrück University,Germany,DE,10.1128/msphere.00796-19,"Blocks in Tricarboxylic Acid Cycle of Salmonella enterica Cause Global Perturbation of Carbon Storage, Motility, and Host-Pathogen Interaction",10/12/2019,mSphere,American Society for Microbiology,34,TRUE,gold,TRUE
10.1101/2020.01.07.897496,0,0,1,14,12,-2,2.5,3,0.5,-1,0,0,3,0,0,0,1.954,30515,biorxiv,08/01/2020,FALSE,Infestation dynamics between parasitic Antarctic fish leeches (Piscicolidae) and their crocodile icefish hosts (Channichthyidae),1,5186,72,4,4,cc_by,new results,ecology,"Parker, E.; Jones, C.; Arana, P. M.; Alegria, N. A.; Sarralde, R.; Gallardo, F.; Phillips, A. J.; Williams, B. W.; Dornburg, A.",9,Elyse Parker,"Yale University, Dept. of Ecology and Evolutionary Biology",1,PHRASE,Yale University,United States,US,10.1007/s00300-020-02670-x,Infestation dynamics between parasitic Antarctic fish leeches (Piscicolidae) and their crocodile icefish hosts (Channichthyidae),18/04/2020,Polar Biology,Springer Science and Business Media LLC,101,TRUE,green,FALSE
10.1101/756064,0,0,0,18,18,0,1.7,1.8,0.1,0,0,0,6,0,0,0,3.73,19109,biorxiv,05/09/2019,FALSE,Refining modules to determine functionally significant clusters in molecular networks,1,5294,47,10,1,cc_no,new results,bioinformatics,"Kaalia, R.; Rajapakse, J. C.",2,Rama Kaalia,Nanyang Technological University,1,PHRASE,Nanyang Technological University,Singapore,SG,10.1186/s12864-019-6294-9,Refining modules to determine functionally significant clusters in molecular networks,24/12/2019,BMC Genomics,Springer Science and Business Media LLC,110,TRUE,gold,TRUE
10.1101/863167,0,0,0,5,5,0,1,1.666666667,0.666666667,0,0,0,6,0,0,0,1.497,27060,biorxiv,03/12/2019,FALSE,Comparison of DNA extraction methods for non-marine molluscs: Is modified CTAB DNA extraction method more efficient than DNA extraction kits?,1,1969,36,3,4,cc_by_nd,new results,molecular biology,"Chakraborty, S.; Saha, A.; Madhyastha, A. N. A.",3,Aravind N.A. Madhyastha,Ashoka Trust for Research in Ecology and the Environment (ATREE),NA,NA,NA,NA,NA,10.1007/s13205-020-2051-7,Comparison of DNA extraction methods for non-marine molluscs: is modified CTAB DNA extraction method more efficient than DNA extraction kits?,25/01/2020,3 Biotech,Springer Science and Business Media LLC,53,TRUE,green,FALSE
10.1101/2019.12.19.882274,0,0,1,12,12,0,2.4,2.4,0,-1,0,0,3,0,0,0,3.678,28405,biorxiv,19/12/2019,FALSE,TRA1: a locus responsible for controlling Agrobacterium-mediated transformability in barley.,1,5164,48,10,1,cc_by_nd,new results,plant biology,"Orman-Ligeza, B.; Harwood, W.; Hedley, P. E.; Hinchcliffe, A.; Macaulay, M.; Uauy, C.; Trafford, K.",7,Kay Trafford,NIAB,NA,NA,NA,NA,NA,10.3389/fpls.2020.00355,TRA1: A Locus Responsible for Controlling Agrobacterium-Mediated Transformability in Barley,16/04/2020,Frontiers in Plant Science,Frontiers Media SA,119,TRUE,gold,TRUE
10.1101/852541,0,1,1,18,19,1,1.625,2.375,0.75,-1,0,0,7,0,0,0,2.766,26214,biorxiv,22/11/2019,FALSE,Marine deforestation leads to widespread loss of ecosystem function,1,3668,50,8,6,cc_by,new results,ecology,"Edwards, M.; Konar, B.; Kim, J.-H.; Gabara, S.; Sullaway, G.; McHugh, T. A.; Spector, M.; Small, S. L.",8,Matthew Edwards,San Diego State University,1,PHRASE,San Diego State University,United States,US,10.1371/journal.pone.0226173,Marine deforestation leads to widespread loss of ecosystem function,04/03/2020,PLOS ONE,Public Library of Science (PLoS),103,TRUE,gold,TRUE
10.1101/819037,0,0,0,38,38,0,7.2,7.6,0.4,0,0,0,59,0,0,0,31.398,23636,biorxiv,25/10/2019,FALSE,Cell-Surface Proteomic Profiling in the Fly Brain Uncovers New Wiring Regulators,1,8522,96,11,4,cc_by_nc_nd,new results,neuroscience,"Li, J.; Han, S.; Li, H.; Udeshi, N. D.; Svinkina, T.; Mani, D. R.; Xu, C.; Guajardo, R.; Xie, Q.; Li, T.; Luginbuhl, D. J.; Wu, B.; McLaughlin, C. N.; Xie, A.; Kaewsapsak, P.; Quake, S. R.; Carr, S. A.; Ting, A. Y.; Luo, L.",19,Liqun Luo,"Department of Biology, Howard Hughes Medical Institute, Stanford University, Stanford, CA 94305, USA",1,PHRASE,Howard Hughes Medical Institute,United States,US,10.1016/j.cell.2019.12.029,Cell-Surface Proteomic Profiling in the Fly Brain Uncovers Wiring Regulators,16/01/2020,Cell,Elsevier BV,83,FALSE,closed,FALSE
10.1101/819037,0,0,0,35,35,0,6.4,7,0.6,0,0,0,59,0,0,0,31.398,23636,biorxiv,25/10/2019,FALSE,Cell-Surface Proteomic Profiling in the Fly Brain Uncovers New Wiring Regulators,1,8522,96,11,4,cc_by_nc_nd,new results,neuroscience,"Li, J.; Han, S.; Li, H.; Udeshi, N. D.; Svinkina, T.; Mani, D. R.; Xu, C.; Guajardo, R.; Xie, Q.; Li, T.; Luginbuhl, D. J.; Wu, B.; McLaughlin, C. N.; Xie, A.; Kaewsapsak, P.; Quake, S. R.; Carr, S. A.; Ting, A. Y.; Luo, L.",19,Liqun Luo,"Department of Biology, Howard Hughes Medical Institute, Stanford University, Stanford, CA 94305, USA",1,PHRASE,Howard Hughes Medical Institute,United States,US,10.1016/j.cell.2019.12.029,Cell-Surface Proteomic Profiling in the Fly Brain Uncovers Wiring Regulators,16/01/2020,Cell,Elsevier BV,83,FALSE,closed,FALSE
10.1101/2020.03.31.016170,0,0,0,21,21,0,3.333333333,3.5,0.166666667,0,1,0,2,0,0,0,7.616,38604,biorxiv,01/04/2020,FALSE,Periprotein lipidomes of Saccharomyces cerevisiae provide a flexible environment for conformational changes of membrane proteins,1,5641,55,14,2,cc_by,new results,biochemistry,"van't Klooster, J.; Cheng, T.-Y.; Sikkema, H. R.; Jeucken, A.; Moody, B.; Poolman, B.",6,Bert Poolman,University of Groningen,1,PHRASE,University of Groningen,Netherlands,NL,10.7554/elife.57003,Periprotein lipidomes of Saccharomyces cerevisiae provide a flexible environment for conformational changes of membrane proteins,17/04/2020,eLife,"eLife Sciences Publications, Ltd",16,TRUE,gold,TRUE
10.1101/838870,0,0,0,6,6,0,1.666666667,2,0.333333333,0,0,0,3,0,0,0,1.889,25219,biorxiv,12/11/2019,FALSE,Development of microsatellite markers for the threatened species Coleocephalocereus purpureus (Cactaceae) using next-generation sequencing,1,1532,19,3,1,0,new results,genetics,"Fraga, D. A.; Carvalho, A. F.; Santana, R. S.; Machado, M. C.; Lacorte, G. A.",5,Gustavo Augusto Lacorte,Instituto Federal de Minas Gerais - Campus Bambui,NA,NA,NA,NA,NA,10.1007/s11033-019-05213-8,Development of microsatellite markers for the threatened species Coleocephalocereus purpureus (Cactaceae) using next-generation sequencing,09/12/2019,Molecular Biology Reports,Springer Science and Business Media LLC,27,TRUE,green,FALSE
10.1101/774372,0,0,0,5,5,0,5,5,0,1,0,0,51,0,0,0,5.481,20643,biorxiv,23/09/2019,FALSE,Struo: a pipeline for building custom databases for common metagenome profilers,1,1148,24,1,0,cc_by_nd,new results,bioinformatics,"Cuesta-Zuluaga, J. d. l.; Ley, R. E.; Youngblut, N. D.",3,Nicholas D Youngblut,Max Planck Institute for Developmental Biology,1,PHRASE,Max Planck Institute for Developmental Biology,Germany,DE,10.1093/bioinformatics/btz899,Struo: a pipeline for building custom databases for common metagenome profilers,26/11/2019,Bioinformatics,Oxford University Press (OUP),64,TRUE,green,FALSE
10.1101/773812,0,1,2,29,29,0,4,3.625,-0.375,0,0,0,5,0,0,0,3.512,20185,biorxiv,18/09/2019,FALSE,Spire stimulates nucleation by Cappuccino and binds both ends of actin filaments,1,7924,47,8,1,cc_by,new results,biochemistry,"Bradley, A. O.; Vizcarra, C. L.; Bailey, H. M.; Quinlan, M. E.",4,Margot E Quinlan,UCLA,NA,NA,NA,NA,NA,10.1091/mbc.e19-09-0550,Spire stimulates nucleation by Cappuccino and binds both ends of actin filaments,26/12/2019,Molecular Biology of the Cell,American Society for Cell Biology (ASCB),99,TRUE,hybrid,FALSE
10.1101/782839,0,0,0,43,44,1,6.142857143,6.285714286,0.142857143,0,0,0,18,0,0,1,3.313,21096,biorxiv,26/09/2019,FALSE,Molecular patterning during the development of Phoronopsis harmeri reveals similarities to rhynchonelliform brachiopods,1,5117,78,7,0,cc_by_nc_nd,new results,developmental biology,"Andrikou, C.; Passamaneck, Y.; Lowe, C. J.; Martindale, M. Q.; Hejnol, A.",5,Andreas Hejnol,"Sars International Centre for Marine Molecular Biology, University of Bergen",NA,NA,NA,NA,NA,10.1186/s13227-019-0146-1,Molecular patterning during the development of Phoronopsis harmeri reveals similarities to rhynchonelliform brachiopods,16/12/2019,EvoDevo,Springer Science and Business Media LLC,81,TRUE,gold,TRUE
10.1101/797183,0,0,0,30,31,1,4,4.428571429,0.428571429,NA,0,0,25,1,0,0,3.262,22141,biorxiv,08/10/2019,FALSE,Loss of Competence in early development is mediated by loss of chromatin accessibility,5,8460,103,7,1,cc_by_nc_nd,new results,developmental biology,"Esmaeili, M.; Blythe, S. A.; Tobias, J. W.; Zhang, K.; Yang, J.; Klein, P. S.",6,Peter S Klein,University of Pennsylvania,1,PHRASE,University of Pennsylvania,United States,US,10.1016/j.ydbio.2020.02.013,Chromatin accessibility and histone acetylation in the regulation of competence in early development,28/02/2020,Developmental Biology,Elsevier BV,143,FALSE,closed,FALSE
10.1101/768648,0,0,0,19,19,0,2.428571429,2.714285714,0.285714285,0,0,0,9,0,0,1,3.078,19904,biorxiv,13/09/2019,FALSE,Screening the Medicines for Malaria Venture Pathogen Box for invasion and egress inhibitors of the blood stage of Plasmodium falciparum reveals several inhibitory compounds,1,7339,83,12,2,cc_no,new results,cell biology,"Dans, M. G.; Weiss, G. E.; Wilson, D. W.; Sleebs, B. E.; Crabb, B.; de Koning-Ward, T. F.; Gilson, P. R.",7,Madeline Grace Dans,Burnet Institute,1,PHRASE,Burnet Institute,Australia,AU,10.1016/j.ijpara.2020.01.002,Screening the Medicines for Malaria Venture Pathogen Box for invasion and egress inhibitors of the blood stage of Plasmodium falciparum reveals several inhibitory compounds,03/03/2020,International Journal for Parasitology,Elsevier BV,172,TRUE,hybrid,FALSE
10.1101/2019.12.17.880302,0,0,0,29,29,0,3.625,3.625,0,0,0,0,1,0,0,0,8.097,28313,biorxiv,19/12/2019,FALSE,Design of DNA Origami Diamond Photonic Crystals,1,4045,57,8,0,cc_no,new results,synthetic biology,"Park, S. H.; Park, H.; Hur, K.; Lee, S.",4,Seungwoo Lee,Korea University,1,PHRASE,Korea University,South Korea,KR,10.1021/acsabm.9b01171,Design of DNA Origami Diamond Photonic Crystals,24/12/2019,ACS Applied Bio Materials,American Chemical Society (ACS),5,TRUE,bronze,FALSE
10.1101/869313,0,0,0,12,11,-1,1.333333333,1.222222222,-0.111111111,0,0,0,6,0,0,0,2.997,27554,biorxiv,10/12/2019,FALSE,Depurination of colibactin-derived interstrand cross-links.,1,3696,32,9,0,cc_no,new results,microbiology,"Xue, M.; Wernke, K.; Herzon, S.",3,Seth Herzon,Yale University,1,PHRASE,Yale University,United States,US,10.1021/acs.biochem.9b01070,Depurination of Colibactin-Derived Interstrand Cross-Links,24/01/2020,Biochemistry,American Chemical Society (ACS),45,TRUE,hybrid,FALSE
10.1101/859892,0,0,2,22,21,-1,2.625,2.625,0,0,1,0,3,0,0,0,2.766,26815,biorxiv,29/11/2019,FALSE,Interplay between TERT promoter mutations and methylation culminates in chromatin accessibility and TERT expression,1,3743,30,8,1,cc_by_nc_nd,new results,cancer biology,"Salgado, C.; Roelse, C.; Nell, R.; Gruis, N.; van Doorn, R.; van der Velden, P.",6,Catarina Salgado,Leiden University Medical Center,1,PHRASE,Leiden University Medical Center,Netherlands,NL,10.1371/journal.pone.0231418,Interplay between TERT promoter mutations and methylation culminates in chromatin accessibility and TERT expression,08/04/2020,PLOS ONE,Public Library of Science (PLoS),131,TRUE,gold,TRUE
10.1101/793000,0,0,1,32,31,-1,6.4,6.2,-0.2,0,0,0,4,0,0,0,47.661,21712,biorxiv,03/10/2019,FALSE,Hypothalamic C2-domain protein involved in MC4R trafficking and control of energy balance,1,6002,55,5,0,cc_no,new results,physiology,"Gavini, C. K.; Cook, T. M.; Rademacher, D. J.; Mansuy-Aubert, V.",4,Virginie Mansuy-Aubert,Loyola University Chicago,1,PHRASE,Loyola University Chicago,United States,US,10.1016/j.metabol.2019.153990,Hypothalamic C2-domain protein involved in MC4R trafficking and control of energy balance,27/10/2019,Metabolism,Elsevier BV,24,TRUE,hybrid,FALSE
10.1101/2020.01.13.905190,0,0,1,34,36,2,5.666666667,6,0.333333333,1,0,1,5,0,0,0,15.132,31068,biorxiv,14/01/2020,FALSE,Factor VIII exhibits chaperone-dependent and glucose-regulated reversible amyloid formation in the endoplasmic reticulum,1,4434,45,6,0,cc_no,new results,molecular biology,"Poothong, J.; Pottekat, A.; Siirin, M.; Campos, A. R.; Paton, A. W.; Paton, J. C.; Acosta, J. - L.; Chen, Z.; Swift, M.; Volkmann, N.; Hanein, D.; Yong, J.; Kaufman, R. J.",13,Randal J. Kaufman,"Degenerative Diseases Program, SBP Medical Discovery Institute",NA,NA,NA,NA,NA,10.1182/blood.2019002867,Factor VIII exhibits chaperone-dependent and glucose-regulated reversible amyloid formation in the endoplasmic reticulum,04/03/2020,Blood,American Society of Hematology,50,TRUE,bronze,FALSE
10.1101/755652,0,0,1,31,28,-3,4.428571429,4.666666667,0.238095238,1,1,0,50,0,0,2,10.557,18964,biorxiv,04/09/2019,FALSE,Molecular mechanism of translational stalling by inhibitory codon combinations and poly(A) tracts,1,10333,74,7,0,cc_by_nc_nd,new results,biochemistry,"Tesina, P.; Lessen, L. N.; Buschauer, R.; Cheng, J.; Wu, C. C.-C.; Berninghausen, O.; Buskirk, A. R.; Becker, T.; Beckmann, R.; Green, R.",10,Thomas Becker,"Gene Center and Center for Integrated Protein Science Munich, Department of Biochemistry, University of Munich, Munich, Germany",1,PHRASE,Center for Integrated Protein Science Munich,Germany,DE,10.15252/embj.2019103365,Molecular mechanism of translational stalling by inhibitory codon combinations and poly(A) tracts,20/12/2019,The EMBO Journal,EMBO,107,TRUE,green,FALSE
10.1101/842203,0,0,1,20,41,21,4,6.833333333,2.833333333,1,1,0,2,1,0,0,12.353,25451,biorxiv,14/11/2019,FALSE,Minimal Barriers to Invasion During Human Colorectal Tumor Growth,1,3624,34,5,1,cc_no,new results,cancer biology,"Ryser, M. D.; Mallo, D.; Hall, A.; Hardman, T.; King, L. M.; Sorribes, I. C.; Maley, C. C.; Marks, J. R.; Hwang, E. S.; Shibata, D.",10,Marc D Ryser,Duke University,1,PHRASE,Duke University,United States,US,10.1038/s41467-020-14908-7,Minimal barriers to invasion during human colorectal tumor growth,09/03/2020,Nature Communications,Springer Science and Business Media LLC,116,TRUE,gold,TRUE
10.1101/785691,0,0,0,22,28,6,3.142857143,3.5,0.357142857,1,0,0,4,0,0,0,11.561,21263,biorxiv,30/09/2019,FALSE,The Evolution and Diversity of Bacterial Transcription Factors across Time-scales,2,6534,49,7,0,cc_by,new results,evolutionary biology,"Ali, F.; Seshasayee, A. S. N.",2,Farhan Ali,"National Centre for Biological Sciences, Tata Institute of Fundamental Research, India; Manipal Academy of Higher Education, Manipal, India",1,PHRASE,Tata Institute of Fundamental Research,India,IN,10.1093/nar/gkaa162,Dynamics of genetic variation in transcription factors and its implications for the evolution of regulatory networks in Bacteria,03/03/2020,Nucleic Acids Research,Oxford University Press (OUP),155,TRUE,gold,TRUE
10.1101/796318,1,0,2,20,0,-20,3.8,NA,-3.8,1,0,0,12,0,0,0,12.353,22095,biorxiv,08/10/2019,FALSE,Microscaled Proteogenomic Methods for Precision Oncology,2,6523,49,18,1,cc_by_nc_nd,new results,cancer biology,"Satpathy, S.; Jaehnig, E. J.; Krug, K.; Kim, B.-J.; Saltzman, A. B.; Chan, D.; Holloway, K. R.; Anurag, M.; Huang, C.; Singh, P.; Gao, A.; Namai, N.; Dou, Y.; Wen, B.; Vasaikar, S.; Mutch, D.; Watson, M.; Ma, C.; Ademuyiwa, F. O.; Rimawi, M.; Schiff, R.; Hoog, J.; Jacobs, S.; Malovannaya, A.; Hyslop, T.; Clauser, K. C.; Mani, D. R.; Perou, C.; Miles, G.; Zhang, B.; Gillette, M. A.; Carr, S. A.; Ellis, M. J.",33,Matthew J. Ellis,"Lester and Sue Smith Breast Center and Dan L Duncan Comprehensive Cancer Center, Baylor College of Medicine, Houston, TX 77030, USA",1,PHRASE,Baylor College of Medicine,United States,US,10.1038/s41467-020-14381-2,Microscaled proteogenomic methods for precision oncology,27/01/2020,Nature Communications,Springer Science and Business Media LLC,111,TRUE,gold,TRUE
10.1101/2019.12.15.877035,0,0,2,15,16,1,3.75,4,0.25,0,0,0,51,0,0,0,8.032,28042,biorxiv,15/12/2019,FALSE,Transcription-factor binding to replicated DNA,1,4631,37,4,0,cc_by_nc_nd,new results,systems biology,"Bar-Ziv, R.; Brodsky, S.; Chapal, M.; Barkai, N.",4,Naama Barkai,Weizmann Institute of Science,1,PHRASE,Weizmann Institute of Science,Israel,IL,10.1016/j.celrep.2020.02.114,Transcription Factor Binding to Replicated DNA,24/03/2020,Cell Reports,Elsevier BV,100,TRUE,gold,TRUE
10.1101/782359,0,0,0,11,11,0,2.25,2.75,0.5,0,0,0,8,0,0,0,2.766,20993,biorxiv,25/09/2019,FALSE,"PHYSIOLOGICAL DIFFERENCES BETWEEN ADVANCED CROSSFIT ATHLETES, RECREATIONAL CROSSFIT PARTICIPANTS, AND PHYSICALLY-ACTIVE ADULTS",1,7888,68,4,2,cc_by,new results,physiology,"Mangine, G.; Stratton, M. T.; Almeda, C. G.; Roberts, M. D.; Esmat, T. A.; VanDusseldorp, T. A.; Feito, Y.",7,Gerald Mangine,Kennesaw State University,1,PHRASE,Kennesaw State University,United States,US,10.1371/journal.pone.0223548,"Physiological differences between advanced CrossFit athletes, recreational CrossFit participants, and physically-active adults",07/04/2020,PLOS ONE,Public Library of Science (PLoS),195,TRUE,gold,TRUE
